DCO,DEV,SENS,Volume_DEV
8/12/2022,CHF,Vente,619.98
8/15/2022,CHF,Vente,7015.22
8/16/2022,CHF,Vente,546.00
8/17/2022,CHF,Vente,1371.22
8/18/2022,CHF,Vente,16704.93
8/19/2022,CHF,Vente,378.00
8/23/2022,CHF,Vente,1540.00
8/24/2022,CHF,Vente,2786.00
8/24/2022,CHF,Vente,3609.00
8/25/2022,CHF,Vente,2366.00
8/25/2022,CHF,Vente,1857.53
8/26/2022,CHF,Vente,1092.00
8/29/2022,CHF,Vente,879.94
8/30/2022,CHF,Vente,6615.00
8/30/2022,CHF,Vente,34404.60
8/31/2022,CHF,Vente,7868.00
8/31/2022,CHF,Vente,5239.16
9/1/2022,CHF,Vente,24569.29
9/2/2022,CHF,Vente,7420.00
9/2/2022,CHF,Vente,4102.47
9/5/2022,CHF,Vente,1960.00
9/5/2022,CHF,Vente,4596.19
9/6/2022,CHF,Vente,2527.00
9/6/2022,CHF,Vente,1148.53
9/7/2022,CHF,Vente,3185.00
9/7/2022,CHF,Vente,5437.57
9/8/2022,CHF,Vente,5390.00
9/8/2022,CHF,Vente,623.91
9/9/2022,CHF,Vente,4368.00
9/9/2022,CHF,Vente,3118.70
9/12/2022,CHF,Vente,700.00
9/12/2022,CHF,Vente,4641.06
9/13/2022,CHF,Vente,3423.00
9/13/2022,CHF,Vente,46965.36
9/14/2022,CHF,Vente,700.00
9/14/2022,CHF,Vente,2278.65
9/15/2022,CHF,Vente,700.00
9/15/2022,CHF,Vente,7924.18
9/16/2022,CHF,Vente,3556.00
9/16/2022,CHF,Vente,16400.27
9/19/2022,CHF,Vente,2474.47
9/20/2022,CHF,Vente,583.03
9/21/2022,CHF,Vente,1750.00
9/21/2022,CHF,Vente,2045.06
9/22/2022,CHF,Vente,910.00
9/22/2022,CHF,Vente,1826.85
9/23/2022,CHF,Vente,21.00
9/23/2022,CHF,Vente,6042.68
9/26/2022,CHF,Vente,2870.36
1/11/2022,CNY,Vente,70.00
1/26/2022,CNY,Vente,189.32
2/1/2022,CNY,Vente,1260.00
2/8/2022,CNY,Vente,35.00
3/3/2022,CNY,Vente,70.00
3/8/2022,CNY,Vente,420.00
3/24/2022,CNY,Vente,210.00
3/29/2022,CNY,Vente,367.39
4/19/2022,CNY,Vente,234.50
4/28/2022,CNY,Vente,630.00
5/6/2022,CNY,Vente,364.94
5/12/2022,CNY,Vente,417.20
5/17/2022,CNY,Vente,420.00
6/16/2022,CNY,Vente,280.00
6/28/2022,CNY,Vente,140.00
6/29/2022,CNY,Vente,189.97
6/30/2022,CNY,Vente,191.98
7/12/2022,CNY,Vente,70.00
8/4/2022,CNY,Vente,401.10
8/23/2022,CNY,Vente,1120.00
8/29/2022,CNY,Vente,193.07
8/30/2022,CNY,Vente,1624.00
9/1/2022,CNY,Vente,194.31
9/13/2022,CNY,Vente,43.40
3/3/2022,DKK,Vente,3150.00
1/11/2022,DKK,Vente,21560.00
1/13/2022,DKK,Vente,4693.56
1/13/2022,DKK,Vente,1050.00
1/18/2022,DKK,Vente,8400.00
1/20/2022,DKK,Vente,3500.00
1/26/2022,DKK,Vente,1499.39
2/1/2022,DKK,Vente,34825.00
2/28/2022,DKK,Vente,775.38
3/8/2022,DKK,Vente,7000.00
3/10/2022,DKK,Vente,1190.00
3/11/2022,DKK,Vente,4727.64
3/15/2022,DKK,Vente,9485.00
3/17/2022,DKK,Vente,3080.00
3/21/2022,DKK,Vente,700.00
3/23/2022,DKK,Vente,421.90
3/24/2022,DKK,Vente,350.00
5/6/2022,DKK,Vente,3447.91
5/9/2022,DKK,Vente,4735.59
5/23/2022,DKK,Vente,1174.82
6/1/2022,DKK,Vente,9346.97
6/14/2022,DKK,Vente,3500.00
6/20/2022,DKK,Vente,4700.94
6/24/2022,DKK,Vente,33110.00
6/29/2022,DKK,Vente,1172.20
7/14/2022,DKK,Vente,1125.68
7/26/2022,DKK,Vente,3815.00
8/29/2022,DKK,Vente,1118.13
8/31/2022,DKK,Vente,11119.33
9/9/2022,DKK,Vente,1099.43
9/12/2022,DKK,Vente,169.66
3/29/2022,DZD,Vente,520.63
6/17/2022,DZD,Vente,124.95
7/11/2022,DZD,Vente,32550.00
8/29/2022,DZD,Vente,520.63
9/2/2022,DZD,Vente,624.75
9/7/2022,DZD,Vente,24430.00
1/17/2022,EUR,Vente,461279.56
1/18/2022,EUR,Vente,18534.18
1/22/2022,EUR,Vente,103939.50
3/4/2022,EUR,Vente,164790.00
3/7/2022,EUR,Vente,75995.50
3/8/2022,EUR,Vente,27429.13
1/5/2022,EUR,Vente,43080.30
1/5/2022,EUR,Vente,71358.00
1/5/2022,EUR,Vente,244174.48
1/6/2022,EUR,Vente,82719.00
1/6/2022,EUR,Vente,249462.53
1/6/2022,EUR,Vente,13839.10
1/7/2022,EUR,Vente,74501.00
1/7/2022,EUR,Vente,244122.12
1/7/2022,EUR,Vente,13802.42
1/10/2022,EUR,Vente,10897.55
1/10/2022,EUR,Vente,99141.00
1/10/2022,EUR,Vente,374956.57
1/11/2022,EUR,Vente,254307.60
1/11/2022,EUR,Vente,77304.50
1/11/2022,EUR,Vente,21361.70
1/12/2022,EUR,Vente,625078.58
1/12/2022,EUR,Vente,25550.61
1/12/2022,EUR,Vente,59482.50
1/13/2022,EUR,Vente,75551.00
1/13/2022,EUR,Vente,129845.42
1/13/2022,EUR,Vente,14359.09
1/14/2022,EUR,Vente,210158.66
1/14/2022,EUR,Vente,12016.31
1/14/2022,EUR,Vente,84385.00
1/17/2022,EUR,Vente,283856.00
1/17/2022,EUR,Vente,7445.98
1/17/2022,EUR,Vente,60532.50
1/18/2022,EUR,Vente,27729.14
1/18/2022,EUR,Vente,162454.94
1/18/2022,EUR,Vente,84787.50
1/19/2022,EUR,Vente,61754.00
1/19/2022,EUR,Vente,163296.44
1/19/2022,EUR,Vente,21073.82
1/20/2022,EUR,Vente,14921.50
1/20/2022,EUR,Vente,49647.50
1/20/2022,EUR,Vente,136283.20
1/21/2022,EUR,Vente,33650.73
1/21/2022,EUR,Vente,312196.63
1/21/2022,EUR,Vente,70724.50
1/24/2022,EUR,Vente,15436.67
1/24/2022,EUR,Vente,210510.45
1/24/2022,EUR,Vente,68799.50
1/25/2022,EUR,Vente,57421.00
1/25/2022,EUR,Vente,21627.74
1/25/2022,EUR,Vente,348957.29
1/26/2022,EUR,Vente,262538.20
1/26/2022,EUR,Vente,38397.37
1/26/2022,EUR,Vente,76706.00
1/27/2022,EUR,Vente,15418.54
1/27/2022,EUR,Vente,160718.75
1/27/2022,EUR,Vente,80591.00
1/28/2022,EUR,Vente,90793.50
1/28/2022,EUR,Vente,10913.16
1/28/2022,EUR,Vente,284474.68
1/31/2022,EUR,Vente,15875.41
1/31/2022,EUR,Vente,79670.50
1/31/2022,EUR,Vente,525713.67
2/1/2022,EUR,Vente,373976.38
2/1/2022,EUR,Vente,53896.50
2/1/2022,EUR,Vente,18534.28
2/2/2022,EUR,Vente,50809.50
2/2/2022,EUR,Vente,195038.03
2/2/2022,EUR,Vente,23730.22
2/3/2022,EUR,Vente,14182.79
2/3/2022,EUR,Vente,102168.50
2/3/2022,EUR,Vente,239910.03
2/4/2022,EUR,Vente,10874.02
2/4/2022,EUR,Vente,1522838.91
2/4/2022,EUR,Vente,93572.50
2/7/2022,EUR,Vente,13291.81
2/7/2022,EUR,Vente,66430.00
2/7/2022,EUR,Vente,181743.79
2/8/2022,EUR,Vente,23064.23
2/8/2022,EUR,Vente,300325.57
2/8/2022,EUR,Vente,85841.00
2/9/2022,EUR,Vente,238339.70
2/9/2022,EUR,Vente,100460.50
2/9/2022,EUR,Vente,28314.13
2/10/2022,EUR,Vente,15195.79
2/10/2022,EUR,Vente,92158.50
2/10/2022,EUR,Vente,382570.26
2/11/2022,EUR,Vente,282160.89
2/11/2022,EUR,Vente,126507.50
2/11/2022,EUR,Vente,11662.01
2/14/2022,EUR,Vente,12775.15
2/14/2022,EUR,Vente,82600.00
2/14/2022,EUR,Vente,256220.07
2/15/2022,EUR,Vente,22756.66
2/15/2022,EUR,Vente,78176.00
2/15/2022,EUR,Vente,407973.87
2/16/2022,EUR,Vente,32349.51
2/16/2022,EUR,Vente,267405.24
2/16/2022,EUR,Vente,120652.00
2/17/2022,EUR,Vente,246724.39
2/17/2022,EUR,Vente,24259.67
2/17/2022,EUR,Vente,120319.50
2/18/2022,EUR,Vente,123473.06
2/18/2022,EUR,Vente,17558.42
2/18/2022,EUR,Vente,104804.00
2/21/2022,EUR,Vente,82652.50
2/21/2022,EUR,Vente,450488.31
2/21/2022,EUR,Vente,160273.93
2/22/2022,EUR,Vente,74350.50
2/22/2022,EUR,Vente,435579.49
2/22/2022,EUR,Vente,40027.17
2/23/2022,EUR,Vente,87402.00
2/23/2022,EUR,Vente,34520.93
2/23/2022,EUR,Vente,282072.79
2/24/2022,EUR,Vente,81361.00
2/24/2022,EUR,Vente,23871.52
2/24/2022,EUR,Vente,185296.52
2/25/2022,EUR,Vente,16001.41
2/25/2022,EUR,Vente,278591.71
2/25/2022,EUR,Vente,94104.50
2/28/2022,EUR,Vente,16824.81
2/28/2022,EUR,Vente,71228.50
2/28/2022,EUR,Vente,509121.22
3/1/2022,EUR,Vente,390357.31
3/1/2022,EUR,Vente,93411.50
3/1/2022,EUR,Vente,38130.25
3/2/2022,EUR,Vente,30172.30
3/2/2022,EUR,Vente,254466.26
3/2/2022,EUR,Vente,107184.00
3/3/2022,EUR,Vente,112591.50
3/3/2022,EUR,Vente,28143.81
3/3/2022,EUR,Vente,204981.78
3/4/2022,EUR,Vente,136608.50
3/4/2022,EUR,Vente,16955.90
3/4/2022,EUR,Vente,301238.11
3/7/2022,EUR,Vente,118132.00
3/7/2022,EUR,Vente,279795.82
3/7/2022,EUR,Vente,15015.32
3/8/2022,EUR,Vente,240440.06
3/8/2022,EUR,Vente,26802.50
3/8/2022,EUR,Vente,107208.50
3/9/2022,EUR,Vente,202576.85
3/9/2022,EUR,Vente,141354.50
3/9/2022,EUR,Vente,40788.02
3/10/2022,EUR,Vente,204193.19
3/10/2022,EUR,Vente,26344.12
3/10/2022,EUR,Vente,168423.50
3/11/2022,EUR,Vente,575444.11
3/11/2022,EUR,Vente,156849.00
3/11/2022,EUR,Vente,17204.47
3/14/2022,EUR,Vente,231190.59
3/14/2022,EUR,Vente,161094.50
3/14/2022,EUR,Vente,14793.43
3/15/2022,EUR,Vente,338908.26
3/15/2022,EUR,Vente,129724.00
3/15/2022,EUR,Vente,40056.18
3/16/2022,EUR,Vente,44420.07
3/16/2022,EUR,Vente,311429.17
3/16/2022,EUR,Vente,128016.00
3/17/2022,EUR,Vente,180997.93
3/17/2022,EUR,Vente,144844.00
3/17/2022,EUR,Vente,31949.31
3/18/2022,EUR,Vente,21457.35
3/18/2022,EUR,Vente,134144.50
3/18/2022,EUR,Vente,174874.15
3/21/2022,EUR,Vente,149561.40
3/21/2022,EUR,Vente,109592.00
3/21/2022,EUR,Vente,50701.37
3/22/2022,EUR,Vente,36675.84
3/22/2022,EUR,Vente,174167.15
3/22/2022,EUR,Vente,106039.50
3/23/2022,EUR,Vente,96120.50
3/23/2022,EUR,Vente,180687.51
3/23/2022,EUR,Vente,51864.32
3/24/2022,EUR,Vente,30352.48
3/24/2022,EUR,Vente,102567.50
3/24/2022,EUR,Vente,110692.37
3/25/2022,EUR,Vente,90258.00
3/25/2022,EUR,Vente,798310.37
3/25/2022,EUR,Vente,20333.50
3/28/2022,EUR,Vente,179082.69
3/28/2022,EUR,Vente,24881.54
3/28/2022,EUR,Vente,86054.50
3/29/2022,EUR,Vente,28728.58
3/29/2022,EUR,Vente,232894.63
3/29/2022,EUR,Vente,54649.00
3/30/2022,EUR,Vente,64661.65
3/30/2022,EUR,Vente,152970.15
3/30/2022,EUR,Vente,64144.50
4/1/2022,EUR,Vente,24.63
4/1/2022,EUR,Vente,249007.45
4/1/2022,EUR,Vente,75918.50
4/4/2022,EUR,Vente,34366.50
4/4/2022,EUR,Vente,51793.00
4/4/2022,EUR,Vente,282080.57
4/5/2022,EUR,Vente,53613.00
4/5/2022,EUR,Vente,383892.15
4/5/2022,EUR,Vente,28661.73
4/6/2022,EUR,Vente,34325.91
4/6/2022,EUR,Vente,57858.50
4/6/2022,EUR,Vente,223434.42
4/7/2022,EUR,Vente,59279.50
4/7/2022,EUR,Vente,142286.72
4/7/2022,EUR,Vente,19184.80
4/8/2022,EUR,Vente,204291.80
4/8/2022,EUR,Vente,73563.00
4/8/2022,EUR,Vente,18650.32
4/11/2022,EUR,Vente,66619.00
4/11/2022,EUR,Vente,204159.02
4/11/2022,EUR,Vente,9464.43
4/12/2022,EUR,Vente,51170.00
4/12/2022,EUR,Vente,17737.43
4/12/2022,EUR,Vente,144489.11
4/13/2022,EUR,Vente,268829.66
4/13/2022,EUR,Vente,48041.00
4/13/2022,EUR,Vente,31770.15
4/14/2022,EUR,Vente,14091.50
4/14/2022,EUR,Vente,92540.00
4/14/2022,EUR,Vente,292235.81
4/15/2022,EUR,Vente,92480.50
4/15/2022,EUR,Vente,15174.45
4/15/2022,EUR,Vente,163850.47
4/18/2022,EUR,Vente,229796.97
4/18/2022,EUR,Vente,68215.00
4/18/2022,EUR,Vente,15587.73
4/19/2022,EUR,Vente,393821.83
4/19/2022,EUR,Vente,19922.76
4/19/2022,EUR,Vente,62454.00
4/20/2022,EUR,Vente,1128191.76
4/20/2022,EUR,Vente,66157.00
4/20/2022,EUR,Vente,3797.10
4/21/2022,EUR,Vente,46568.38
4/21/2022,EUR,Vente,76065.50
4/21/2022,EUR,Vente,141495.38
4/22/2022,EUR,Vente,83447.00
4/22/2022,EUR,Vente,50455.15
4/22/2022,EUR,Vente,266691.96
4/25/2022,EUR,Vente,76065.50
4/25/2022,EUR,Vente,18009.14
4/25/2022,EUR,Vente,239989.20
4/26/2022,EUR,Vente,392450.27
4/26/2022,EUR,Vente,90709.50
4/26/2022,EUR,Vente,27330.36
4/27/2022,EUR,Vente,29458.57
4/27/2022,EUR,Vente,85039.50
4/27/2022,EUR,Vente,300280.38
4/28/2022,EUR,Vente,242642.61
4/28/2022,EUR,Vente,29958.50
4/28/2022,EUR,Vente,179868.50
4/29/2022,EUR,Vente,95879.00
4/29/2022,EUR,Vente,373057.12
4/29/2022,EUR,Vente,15961.31
5/4/2022,EUR,Vente,21176.93
5/4/2022,EUR,Vente,347405.53
5/4/2022,EUR,Vente,108969.00
5/5/2022,EUR,Vente,44998.64
5/5/2022,EUR,Vente,233345.91
5/5/2022,EUR,Vente,167506.50
5/6/2022,EUR,Vente,131442.50
5/6/2022,EUR,Vente,49780.64
5/6/2022,EUR,Vente,477271.46
5/9/2022,EUR,Vente,299204.59
5/9/2022,EUR,Vente,93142.00
5/10/2022,EUR,Vente,539692.65
5/10/2022,EUR,Vente,74480.97
5/10/2022,EUR,Vente,109511.50
5/11/2022,EUR,Vente,93394.00
5/11/2022,EUR,Vente,44327.30
5/11/2022,EUR,Vente,526767.96
5/12/2022,EUR,Vente,115503.50
5/12/2022,EUR,Vente,396589.31
5/12/2022,EUR,Vente,28319.87
5/13/2022,EUR,Vente,255654.77
5/13/2022,EUR,Vente,113060.50
5/13/2022,EUR,Vente,21449.17
5/16/2022,EUR,Vente,24097.82
5/16/2022,EUR,Vente,211315.42
5/16/2022,EUR,Vente,103666.50
5/17/2022,EUR,Vente,123784.50
5/17/2022,EUR,Vente,48404.48
5/17/2022,EUR,Vente,191912.32
5/18/2022,EUR,Vente,48303.84
5/18/2022,EUR,Vente,92939.00
5/18/2022,EUR,Vente,120245.94
5/19/2022,EUR,Vente,34589.51
5/19/2022,EUR,Vente,106515.50
5/19/2022,EUR,Vente,320959.58
5/20/2022,EUR,Vente,26405.42
5/20/2022,EUR,Vente,192703.42
5/20/2022,EUR,Vente,113067.50
5/23/2022,EUR,Vente,99347.50
5/23/2022,EUR,Vente,213871.50
5/23/2022,EUR,Vente,185417.65
5/24/2022,EUR,Vente,140980.67
5/24/2022,EUR,Vente,48109.66
5/24/2022,EUR,Vente,114415.00
5/25/2022,EUR,Vente,46088.30
5/25/2022,EUR,Vente,289972.92
5/25/2022,EUR,Vente,109508.00
5/26/2022,EUR,Vente,423887.04
5/26/2022,EUR,Vente,28079.79
5/26/2022,EUR,Vente,112472.50
5/27/2022,EUR,Vente,22278.28
5/27/2022,EUR,Vente,121268.00
5/27/2022,EUR,Vente,364622.71
5/30/2022,EUR,Vente,125972.00
5/30/2022,EUR,Vente,277503.06
5/30/2022,EUR,Vente,18548.81
5/31/2022,EUR,Vente,104534.50
5/31/2022,EUR,Vente,42921.17
5/31/2022,EUR,Vente,365025.39
6/1/2022,EUR,Vente,111888.00
6/1/2022,EUR,Vente,413802.59
6/1/2022,EUR,Vente,41570.62
6/2/2022,EUR,Vente,112959.00
6/2/2022,EUR,Vente,188568.35
6/2/2022,EUR,Vente,27482.55
6/3/2022,EUR,Vente,113218.00
6/3/2022,EUR,Vente,235891.71
6/3/2022,EUR,Vente,26539.42
6/6/2022,EUR,Vente,96376.00
6/6/2022,EUR,Vente,160532.20
6/6/2022,EUR,Vente,19339.09
6/7/2022,EUR,Vente,86320.50
6/7/2022,EUR,Vente,164594.45
6/7/2022,EUR,Vente,43723.32
6/8/2022,EUR,Vente,131257.00
6/8/2022,EUR,Vente,428620.42
6/8/2022,EUR,Vente,46633.94
6/9/2022,EUR,Vente,127092.00
6/9/2022,EUR,Vente,219437.56
6/9/2022,EUR,Vente,30262.08
6/10/2022,EUR,Vente,124831.00
6/10/2022,EUR,Vente,155967.01
6/10/2022,EUR,Vente,30429.19
6/13/2022,EUR,Vente,136860.50
6/13/2022,EUR,Vente,267601.93
6/13/2022,EUR,Vente,21774.08
6/14/2022,EUR,Vente,117803.00
6/14/2022,EUR,Vente,272037.59
6/14/2022,EUR,Vente,52981.52
6/15/2022,EUR,Vente,133658.00
6/15/2022,EUR,Vente,210646.59
6/16/2022,EUR,Vente,116788.00
6/16/2022,EUR,Vente,182706.31
6/16/2022,EUR,Vente,79678.94
6/17/2022,EUR,Vente,141291.50
6/17/2022,EUR,Vente,239226.04
6/17/2022,EUR,Vente,22371.82
6/20/2022,EUR,Vente,126157.50
6/20/2022,EUR,Vente,155507.94
6/20/2022,EUR,Vente,22724.56
6/21/2022,EUR,Vente,111023.50
6/21/2022,EUR,Vente,364517.97
6/21/2022,EUR,Vente,76533.57
6/22/2022,EUR,Vente,103491.50
6/22/2022,EUR,Vente,186289.86
6/22/2022,EUR,Vente,49713.70
6/23/2022,EUR,Vente,113032.50
6/23/2022,EUR,Vente,187220.62
6/23/2022,EUR,Vente,39386.78
6/24/2022,EUR,Vente,98371.00
6/24/2022,EUR,Vente,178728.97
6/24/2022,EUR,Vente,24410.30
6/27/2022,EUR,Vente,98307.30
6/27/2022,EUR,Vente,261884.99
6/27/2022,EUR,Vente,17272.64
6/28/2022,EUR,Vente,108241.00
6/28/2022,EUR,Vente,159267.16
6/28/2022,EUR,Vente,49451.37
6/29/2022,EUR,Vente,127393.00
6/29/2022,EUR,Vente,209903.85
6/29/2022,EUR,Vente,48806.22
6/30/2022,EUR,Vente,108454.50
6/30/2022,EUR,Vente,264859.61
6/30/2022,EUR,Vente,38132.79
7/1/2022,EUR,Vente,101752.00
7/1/2022,EUR,Vente,195413.29
7/1/2022,EUR,Vente,20143.51
7/4/2022,EUR,Vente,85977.50
7/4/2022,EUR,Vente,172116.35
7/4/2022,EUR,Vente,20810.52
7/5/2022,EUR,Vente,95245.50
7/5/2022,EUR,Vente,220221.82
7/5/2022,EUR,Vente,44147.65
7/6/2022,EUR,Vente,103271.00
7/6/2022,EUR,Vente,211437.33
7/6/2022,EUR,Vente,44368.95
7/7/2022,EUR,Vente,98353.50
7/7/2022,EUR,Vente,151553.42
7/7/2022,EUR,Vente,44650.82
7/8/2022,EUR,Vente,92806.00
7/8/2022,EUR,Vente,331130.50
7/8/2022,EUR,Vente,25525.18
7/11/2022,EUR,Vente,101363.50
7/11/2022,EUR,Vente,237948.10
7/11/2022,EUR,Vente,18342.54
7/12/2022,EUR,Vente,85687.00
7/12/2022,EUR,Vente,210423.55
7/12/2022,EUR,Vente,43780.29
7/13/2022,EUR,Vente,77532.00
7/13/2022,EUR,Vente,116315.14
7/13/2022,EUR,Vente,38455.26
7/14/2022,EUR,Vente,131845.00
7/14/2022,EUR,Vente,367401.59
7/14/2022,EUR,Vente,30208.21
7/15/2022,EUR,Vente,86967.30
7/15/2022,EUR,Vente,167078.64
7/15/2022,EUR,Vente,21679.42
7/18/2022,EUR,Vente,82327.00
7/18/2022,EUR,Vente,130670.97
7/19/2022,EUR,Vente,107163.00
7/19/2022,EUR,Vente,264691.85
7/19/2022,EUR,Vente,61398.40
7/20/2022,EUR,Vente,85613.50
7/20/2022,EUR,Vente,302116.28
7/20/2022,EUR,Vente,53747.72
7/21/2022,EUR,Vente,93478.00
7/21/2022,EUR,Vente,286857.35
7/21/2022,EUR,Vente,36543.74
7/22/2022,EUR,Vente,127928.50
7/22/2022,EUR,Vente,308186.88
7/22/2022,EUR,Vente,23082.38
7/26/2022,EUR,Vente,111965.00
7/26/2022,EUR,Vente,158587.68
7/26/2022,EUR,Vente,58786.75
7/27/2022,EUR,Vente,113561.00
7/27/2022,EUR,Vente,203942.11
7/27/2022,EUR,Vente,53831.93
7/28/2022,EUR,Vente,157587.50
7/28/2022,EUR,Vente,256152.43
7/28/2022,EUR,Vente,63500.63
7/29/2022,EUR,Vente,78512.00
7/29/2022,EUR,Vente,203977.85
7/29/2022,EUR,Vente,39689.62
8/1/2022,EUR,Vente,115808.00
8/1/2022,EUR,Vente,211891.48
8/1/2022,EUR,Vente,23224.15
8/2/2022,EUR,Vente,92375.50
8/2/2022,EUR,Vente,184896.65
8/2/2022,EUR,Vente,51324.81
8/3/2022,EUR,Vente,103918.50
8/3/2022,EUR,Vente,160683.15
8/3/2022,EUR,Vente,41499.95
8/4/2022,EUR,Vente,103089.00
8/4/2022,EUR,Vente,282228.60
8/4/2022,EUR,Vente,32338.99
8/5/2022,EUR,Vente,107789.50
8/5/2022,EUR,Vente,160754.33
8/5/2022,EUR,Vente,72083.56
8/8/2022,EUR,Vente,95119.50
8/8/2022,EUR,Vente,299552.64
8/8/2022,EUR,Vente,28754.42
8/9/2022,EUR,Vente,109161.50
8/9/2022,EUR,Vente,153152.75
8/9/2022,EUR,Vente,43528.25
8/10/2022,EUR,Vente,102735.50
8/10/2022,EUR,Vente,108297.76
8/10/2022,EUR,Vente,46919.57
8/11/2022,EUR,Vente,111601.00
8/11/2022,EUR,Vente,485479.64
8/11/2022,EUR,Vente,29214.58
8/12/2022,EUR,Vente,88833.50
8/12/2022,EUR,Vente,229098.92
8/12/2022,EUR,Vente,34770.86
8/15/2022,EUR,Vente,110985.00
8/15/2022,EUR,Vente,208303.79
8/15/2022,EUR,Vente,20759.24
8/16/2022,EUR,Vente,80272.50
8/16/2022,EUR,Vente,168690.94
8/16/2022,EUR,Vente,46991.95
8/17/2022,EUR,Vente,99811.16
8/17/2022,EUR,Vente,209996.51
8/17/2022,EUR,Vente,44797.63
8/18/2022,EUR,Vente,112696.50
8/18/2022,EUR,Vente,140998.14
8/18/2022,EUR,Vente,28840.74
8/19/2022,EUR,Vente,106729.00
8/19/2022,EUR,Vente,281799.46
8/19/2022,EUR,Vente,225498.04
8/22/2022,EUR,Vente,107814.00
8/22/2022,EUR,Vente,230704.29
8/22/2022,EUR,Vente,22140.95
8/23/2022,EUR,Vente,115566.50
8/23/2022,EUR,Vente,114681.88
8/23/2022,EUR,Vente,50310.72
8/24/2022,EUR,Vente,110547.50
8/24/2022,EUR,Vente,176486.11
8/24/2022,EUR,Vente,45490.34
8/25/2022,EUR,Vente,99326.50
8/25/2022,EUR,Vente,156596.97
8/25/2022,EUR,Vente,31046.51
8/26/2022,EUR,Vente,120704.50
8/26/2022,EUR,Vente,196734.23
8/26/2022,EUR,Vente,22092.97
8/29/2022,EUR,Vente,130053.00
8/29/2022,EUR,Vente,186752.75
8/29/2022,EUR,Vente,17902.00
8/30/2022,EUR,Vente,140518.00
8/30/2022,EUR,Vente,597632.69
8/30/2022,EUR,Vente,47612.18
8/31/2022,EUR,Vente,141834.00
8/31/2022,EUR,Vente,473732.23
8/31/2022,EUR,Vente,43456.85
9/1/2022,EUR,Vente,190806.00
9/1/2022,EUR,Vente,290283.32
9/1/2022,EUR,Vente,33756.56
9/2/2022,EUR,Vente,169186.50
9/2/2022,EUR,Vente,199906.34
9/2/2022,EUR,Vente,25067.06
9/5/2022,EUR,Vente,160454.00
9/5/2022,EUR,Vente,184468.96
9/5/2022,EUR,Vente,22846.61
9/6/2022,EUR,Vente,131057.50
9/6/2022,EUR,Vente,259951.33
9/6/2022,EUR,Vente,42327.35
9/7/2022,EUR,Vente,142338.00
9/7/2022,EUR,Vente,494542.81
9/7/2022,EUR,Vente,44492.18
9/8/2022,EUR,Vente,143363.50
9/8/2022,EUR,Vente,364601.43
9/8/2022,EUR,Vente,38914.11
9/9/2022,EUR,Vente,160020.00
9/9/2022,EUR,Vente,359302.82
9/9/2022,EUR,Vente,19995.82
9/12/2022,EUR,Vente,119290.50
9/12/2022,EUR,Vente,171711.17
9/12/2022,EUR,Vente,29834.28
9/13/2022,EUR,Vente,146478.50
9/13/2022,EUR,Vente,264518.09
9/13/2022,EUR,Vente,41814.69
9/14/2022,EUR,Vente,108325.00
9/14/2022,EUR,Vente,252507.35
9/14/2022,EUR,Vente,53218.16
9/15/2022,EUR,Vente,142376.50
9/15/2022,EUR,Vente,375865.22
9/15/2022,EUR,Vente,43399.59
9/16/2022,EUR,Vente,124274.50
9/16/2022,EUR,Vente,297160.49
9/16/2022,EUR,Vente,35771.65
9/19/2022,EUR,Vente,129790.50
9/19/2022,EUR,Vente,209789.97
9/19/2022,EUR,Vente,30637.42
9/20/2022,EUR,Vente,124327.00
9/20/2022,EUR,Vente,366197.41
9/20/2022,EUR,Vente,50532.87
9/21/2022,EUR,Vente,127988.00
9/21/2022,EUR,Vente,564208.70
9/21/2022,EUR,Vente,95546.44
9/22/2022,EUR,Vente,150262.00
9/22/2022,EUR,Vente,166645.49
9/22/2022,EUR,Vente,35500.07
9/23/2022,EUR,Vente,152950.00
9/23/2022,EUR,Vente,409729.38
9/23/2022,EUR,Vente,22553.19
9/26/2022,EUR,Vente,114642.50
9/26/2022,EUR,Vente,355898.43
9/26/2022,EUR,Vente,30467.90
1/25/2022,GBP,Vente,1595.62
1/27/2022,GBP,Vente,98.00
1/28/2022,GBP,Vente,5.54
3/10/2022,GBP,Vente,19.02
3/13/2022,GBP,Vente,3407.17
1/5/2022,GBP,Vente,5.47
1/5/2022,GBP,Vente,529.28
1/6/2022,GBP,Vente,364.00
1/6/2022,GBP,Vente,4.53
1/6/2022,GBP,Vente,3650.02
1/7/2022,GBP,Vente,11286.35
1/7/2022,GBP,Vente,21.43
1/10/2022,GBP,Vente,9.44
1/10/2022,GBP,Vente,5624.72
1/11/2022,GBP,Vente,528.58
1/11/2022,GBP,Vente,72.87
1/11/2022,GBP,Vente,2814.00
1/12/2022,GBP,Vente,3.44
1/13/2022,GBP,Vente,10.89
1/13/2022,GBP,Vente,14.58
1/13/2022,GBP,Vente,2495.50
1/14/2022,GBP,Vente,22.32
1/14/2022,GBP,Vente,140.00
1/14/2022,GBP,Vente,2456.82
1/17/2022,GBP,Vente,1050.00
1/17/2022,GBP,Vente,8.29
1/17/2022,GBP,Vente,5250.00
1/18/2022,GBP,Vente,455.00
1/18/2022,GBP,Vente,17.26
1/18/2022,GBP,Vente,2878.84
1/19/2022,GBP,Vente,4672.08
1/19/2022,GBP,Vente,10.88
1/20/2022,GBP,Vente,1.09
1/20/2022,GBP,Vente,15136.80
